numDatasets,domain
,2014bonds.cityofws.org
,bchi.bigcitieshealth.org
,bea.data.commerce.gov
,brigades.opendatanetwork.com
,ca-boe
,capitalprojects.jacksonms.gov
,capitalprojects.seattle.gov
,chhs.data.ca.gov
,cip.cityofnovi.org
,dashboard.slco.org
,data.atf.gov
,data.awcnet.org
,data.baltimorecity.gov
,data.burlingtonvt.gov
,data.cic.mx
,data.cityofboston.gov
,data.cityofmadison.com
,data.cityofwestsacramento.org
,data.cms.gov
,data.code4sa.org
,data.consumerfinance.gov
,data.danvilleva.gov
,data.datamontana.us
,data.dcpcsb.org
,data.detroitmi.gov
,data.gates.org
,data.govloop.com
,data.greensboro-nc.gov
,data.healthcare.gov
,data.illinois.gov
,data.imls.gov
,data.indy.gov
,data.jacksonms.gov
,data.kray.com
,data.littlerock.org
,data.maine.gov
,data.map.uncdf.org
,data.mass.gov
,data.medicaid.gov
,data.medicare.gov
,data.menlopark.org
,data.montgomeryal.gov
,data.nccde.org
,data.nfpa.org
,data.nlc.org
,data.oaklandnet.com
,data.ojp.gov
,data.ojp.usdoj.gov
,data.phila.gov
,data.policefoundation.org
,data.princeedwardisland.ca
,data.raleighnc.gov
,data.rentonwa.gov
,data.rutlandcitypolice.com
,data.southbendin.gov
,data.srcity.org
,data.sunlightlabs.com
,data.timapforjustice.org
,data.tol.ca
,data.topeka.org
,data.vta.org
,domain
,electionsdata.kingcounty.gov
,greengov.data.ca.gov
,hsmp-data.aspe.hhs.gov
,impact.glispa.org
,mayorbudget.miamidade.gov
,nist.data.commerce.gov
,njdoh
,opendata.ci.richmond.ca.us
,opendata.lasvegasnevada.gov
,opendata.miamidade.gov
,openpaymentsdata.cms.gov
,open.whitehouse.gov
,performance.action.act.gov.au
,performance.adcogov.org
,performance.danvilleva.gov
,performance.glendaleca.gov
,performance.kingcounty.gov
,performance.lacity.org
,performance.louisvilleky.gov
,performance.reno.gov
,performance.vbgov.com
,performance.williamsburgva.gov
,pqrs.cms.gov
,projects.topeka.org
,reports.awcnet.org
,reports.data.imls.gov
,results.nola.gov
,ship.dfs.ny.gov
,strategicplanning1.aspe.hhs.gov
,www.aercdevdata.org
,www.criminalytics.org
,www.forsythfutures.org
,www.metrochicagodata.org
,www.pipadados.com
,www.sudandata.org
10000,data.nasa.gov
10000,nasa-test-0.demo.socrata.com
10000,www.datos.gov.co
7943,opendata.utah.gov
5400,reports.data.montgomerycountymd.gov
5400,stat.montgomerycountymd.gov
4134,healthdata.gov
3940,datahub.transportation.gov
3412,data.cityofnewyork.us
3205,data.austintexas.gov
2806,data.lacity.org
2735,openinformation.novascotia.ca
2698,performance.smcgov.org
2481,data.edmonton.ca
2481,data.wa.gov
2217,internal.open.piercecountywa.gov
2205,data.oregon.gov
1958,www.datahub.va.gov
1866,data.colorado.gov
1826,opendata.maryland.gov
1607,mydata.iowa.gov
1593,data.kcmo.org
1569,data.cityofchicago.org
1491,data.usaid.gov
1458,datahub.smcgov.org
1448,finances.worldbank.org
1446,data.ramseycounty.us
1314,data.hawaii.gov
1211,data.ny.gov
1203,data.texas.gov
1161,data.ct.gov
1148,data.bayareametro.gov
1129,performance.seattle.gov
1111,www.data.act.gov.au
1102,data.novascotia.ca
1090,dashboard.hawaii.gov
1088,data.pinellas.gov
1083,data.sfgov.org
1082,data.grandrapidsmi.gov
1078,www.dallasopendata.com
1012,data.winnipeg.ca
1000,data.americorps.gov
955,sharefulton.fultoncountyga.gov
911,citydata.mesaaz.gov
906,data.montgomerycountymd.gov
837,data.calgary.ca
837,data.seattle.gov
823,performance.princegeorgescountymd.gov
799,stat.cityofgainesville.org
762,bronx.lehman.cuny.edu
734,cthru.data.socrata.com
727,data.oaklandca.gov
680,performance.fultoncountyga.gov
669,data.lacounty.gov
665,data.cdc.gov
652,performance.commerce.gov
649,datacatalog.cookcountyil.gov
608,internal.chattadata.org
601,data.michigan.gov
595,data.pa.gov
590,controllerdata.lacity.org
582,data.kingcounty.gov
581,health.data.ny.gov
568,data.cityoftacoma.org
555,stat.stpete.org
544,highways.hidot.hawaii.gov
529,internal-sandiegocounty.data.socrata.com
524,data.nj.gov
500,www.transparentrichmond.org
493,data.edd.ca.gov
485,midashboard.michigan.gov
478,usc.data.socrata.com
440,statmo.data.socrata.com
439,performance.cityofcamas.us
438,chronicdata.cdc.gov
419,data.cityofevanston.org
407,data.marincounty.org
397,internal.agtransport.usda.gov
367,data.strathcona.ca
367,gnb.socrata.com
349,data.internal.drpt.virginia.gov
349,data.virginia.gov
345,opengov.cityofdubuque.org
324,data.cambridgema.gov
324,data.delaware.gov
323,data.acgov.org
315,dashboard.edmonton.ca
314,data.mo.gov
314,data.naperville.il.us
310,data.opendatanetwork.com
302,data.providenceri.gov
297,data.honolulu.gov
296,data.buffalony.gov
294,noaa-fisheries-afsc.data.socrata.com
293,kcstat.kcmo.org
290,priv-data.ojp.usdoj.gov
284,data.vermont.gov
282,data.bts.gov
281,data.montgomeryschoolsmd.org
279,performance-archive.cookcountyil.gov
279,transparencyarchive.michigan.gov
279,transparency.michigan.gov
277,healthdata.nj.gov
276,fortlauderdale.data.socrata.com
270,data.everettwa.gov
265,data.cityofgainesville.org
254,corstat.coronaca.gov
252,open.piercecountywa.gov
246,data.memphistn.gov
244,data.nola.gov
240,data.livewellsd.org
232,data.sccgov.org
227,healthstat.dph.sbcounty.gov
221,data.melbourne.vic.gov.au
215,opendata.fcgov.com
214,data.chattlibrary.org
214,performance.ci.janesville.wi.us
214,www.chattadata.org
212,census.data.commerce.gov
211,data.sonomacounty.ca.gov
202,data.hartford.gov
201,performance.franklintn.gov
200,data.sunshinecoast.qld.gov.au
197,highriskregions.auditor.ca.gov
193,cookcounty.data.socrata.com
179,data.pr.gov
176,opendata.howardcountymd.gov
173,information.stpaul.gov
171,results.livewellsd.org
168,data.littlerock.gov
165,bloomington.data.socrata.com
163,data.sustainablesm.org
155,data.cincinnati-oh.gov
150,performance.cityofhenderson.com
147,data.nashville.gov
144,data.debtwatch.treasurer.ca.gov
140,impact.stlouisco.com
138,dashboard.plano.gov
138,datadiscovery.nlm.nih.gov
138,noaa-fisheries-nwfsc.data.socrata.com
136,data.communityvitalsigns.org
135,noaa-fisheries-swfsc.data.socrata.com
133,data.brla.gov
125,opennassau.nassaucountyny.gov
113,data.energystar.gov
112,data.norfolk.gov
108,performance.cityofrc.us
107,opendata.fcc.gov
104,data.cityofgp.com
104,mydata.iadb.org
101,data.fultoncountyga.gov
100,covid19response.buffalony.gov
100,data.ftb.ca.gov
99,amopen.amo.on.ca
99,idahosupremecourt-internal.data.socrata.com
99,idp.nz
96,janesville.data.socrata.com
92,bythenumbers.sco.ca.gov
92,celebratingcities.data.socrata.com
92,data.cityoforlando.net
90,data.permits.performance.gov
89,data.richmondgov.com
89,data.smgov.net
88,data.wcad.org
87,data.muni.org
87,data.weho.org
85,mi-treasury.data.socrata.com
82,performance.cityofdavenportiowa.com
81,data.auburnwa.gov
80,data.princegeorgescountymd.gov
79,data.cityofberkeley.info
79,data.orcities.org
78,ptsd-va.data.socrata.com
76,policeview.johnscreekga.gov
74,internal.opendata.clermontauditor.org
73,data.oce.pr.gov
70,data.cstx.gov
70,hicscdata.hawaii.gov
70,www.pivcide.pr
69,data.dumfriesva.gov
67,uspto.data.commerce.gov
64,austin-metro.demo.socrata.com
64,insights.cincinnati-oh.gov
63,data.qac.org
62,alpharetta.data.socrata.com
59,isc-v2.data.socrata.com
55,data.readingpa.gov
55,newportbeachca.data.socrata.com
54,data.somervillema.gov
54,www.thedatazone.ca
53,data.albanyny.gov
51,opendata.mass-cannabis-control.com
50,data.countyofriverside.us
50,data.culvercity.org
50,data.smcgov.org
49,data.urbanaillinois.us
49,mesa-az.demo.socrata.com
49,mischooldata.data.socrata.com
49,performance.austintexas.gov
48,data.macoupincountyil.gov
48,data.redmond.gov
48,parkeronline.data.socrata.com
47,policedata.coloradosprings.gov
46,data.datacenterresearch.org
46,data.framinghamma.gov
45,data.commerce.gov
42,data.hampton.gov
42,data.waterpointdata.org
42,performance.cookcountyil.gov
40,dcwater-opendata.socrata.com
39,fusioncenter.nhit.org
39,performance.providenceri.gov
38,fiscalfocus.pittsburghpa.gov
38,metroairports.data.socrata.com
37,checkbooknyc.socrata.com
36,ca-sco.demo.socrata.com
36,michigan-data.demo.socrata.com
35,data.alaska.gov
35,data.roseville.ca.us
35,noaa-fisheries-hq.data.socrata.com
34,data.tompsc.com
33,auditor-ca.demo.socrata.com
31,ita.data.commerce.gov
31,ntia.data.commerce.gov
30,cityofcamas.demo.socrata.com
29,data.ohiocourtofclaims.gov
28,dashboarddata.caloes.ca.gov
26,permits.partner.socrata.com
24,opendata-augusta.data.socrata.com
23,data.oxnard.org
23,midashboard-staging-sandbox.demo.socrata.com
22,carsoncity.data.socrata.com
22,highlandsranch.data.socrata.com
22,performance.carson.org
20,camden.demo.socrata.com
20,northbayvillagefl.data.socrata.com
20,perspectives.dnrec.delaware.gov
18,coa-internal.demo.socrata.com
18,data.iowa.gov
18,humboldtgov.data.socrata.com
18,noaa.data.commerce.gov
18,shawneesheriff.data.socrata.com
17,siouxfalls.data.socrata.com
16,columbiasc.data.socrata.com
16,data.mesaaz.gov
16,kc-performance.demo.socrata.com
16,stutsman.data.socrata.com
16,vdh-richmondcity.demo.socrata.com
15,ascensionparishla.data.socrata.com
15,cityofchesapeake.data.socrata.com
15,ontario.demo.socrata.com
15,sdc-stories.demo.socrata.com
14,bcnv.data.socrata.com
14,data.tuscaloosa.com
14,henrycoga.data.socrata.com
14,pennsylvania.demo.socrata.com
14,soquelcreekwdca.data.socrata.com
13,austintexas-op-beta.demo.socrata.com
13,data.douglas.co.us
13,data.miamigov.com
13,orlandofl.data.socrata.com
13,townofmiamilakes.data.socrata.com
12,data.fortworthtexas.gov
11,boulderco.data.socrata.com
11,douglasco.data.socrata.com
11,hidot-contracts.data.socrata.com
11,indio.data.socrata.com
10,baycountymi.data.socrata.com
10,edmondok.data.socrata.com
10,jerseyvillagetx.data.socrata.com
10,marysvillewa.data.socrata.com
10,nassaucountycircuitcourt.data.socrata.com
10,nyc-scgc.data.socrata.com
9,atlanta.data.socrata.com
9,centennialco.data.socrata.com
9,champaignil.data.socrata.com
9,franklincountyohio.data.socrata.com
9,jcps.data.socrata.com
9,norfolk-performance.demo.socrata.com
9,williamsoncountyschools.data.socrata.com
9,wsac.demo.socrata.com
8,austin-energy.data.socrata.com
8,cityofchicago-v2.demo.socrata.com
8,encinitasca-internal.data.socrata.com
8,lacoso.data.socrata.com
8,midashboard-staging.demo.socrata.com
8,mtdesert.data.socrata.com
8,purcellville.data.socrata.com
8,rosevillepd.data.socrata.com
8,sbcounty-health-op-beta.demo.socrata.com
8,youth-development-index-cs.demo.socrata.com
7,cityoffairfaxpd.data.socrata.com
7,clatsop.data.socrata.com
7,grandjunctionco.data.socrata.com
7,mahoningcounty.data.socrata.com
7,noaa-fisheries-garfo.data.socrata.com
7,pinellasparkpd.data.socrata.com
6,austin-tara.data.socrata.com
6,bridgeportct.data.socrata.com
6,citystaug.data.socrata.com
6,como.data.socrata.com
6,data.transportation.gov
6,dubuque.data.socrata.com
6,erieco.data.socrata.com
6,johnstonia.data.socrata.com
6,kirklandwa.data.socrata.com
6,kirklandwa-scgc.data.socrata.com
6,murfreesboro.data.socrata.com
6,ogdencity.data.socrata.com
6,plymouth-ma.data.socrata.com
6,www.opendatanyc.com
5,albany.data.socrata.com
5,alexandercountync.data.socrata.com
5,capecoral.data.socrata.com
5,caravanstudios.data.socrata.com
5,cityofalbany.data.socrata.com
5,conyersga.data.socrata.com
5,data.maryland.gov
5,dcsheriff.data.socrata.com
5,doralfl.data.socrata.com
5,flaglercofl.data.socrata.com
5,iop.data.socrata.com
5,lafourchegov.data.socrata.com
5,laramiecounty.data.socrata.com
5,lawtonok.data.socrata.com
5,miami.demo.socrata.com
5,newcastle.data.socrata.com
5,noaa-fisheries.data.socrata.com
5,opendata.cityofmesquite.com
5,pleasantonpd.data.socrata.com
5,sussexco.data.socrata.com
5,townofblufftonsc.data.socrata.com
4,beaufortcountyschools.data.socrata.com
4,co-clinton-oh.data.socrata.com
4,data.exim.gov
4,data.nhitc.org
4,effinghamil.data.socrata.com
4,fontana.data.socrata.com
4,gallatincomt.data.socrata.com
4,grovecityohpd.data.socrata.com
4,hagerstownmd.data.socrata.com
4,lynnfieldma.data.socrata.com
4,northmiamifl.data.socrata.com
4,ogunquit.data.socrata.com
4,rrps.data.socrata.com
4,sanbernardino-covid-19-response.data.socrata.com
4,stlouiscounty-performance.demo.socrata.com
4,townofaddisontx.data.socrata.com
4,wccusd.data.socrata.com
4,westgoshenpa.data.socrata.com
3,agtransport.usda.gov
3,beaufortcountysc.data.socrata.com
3,brookhavenga.data.socrata.com
3,casagrandeaz.data.socrata.com
3,cityofindianwells.data.socrata.com
3,cityofmelrose.data.socrata.com
3,cityofmonroeoh.data.socrata.com
3,coconinocountyaz.data.socrata.com
3,farmersbranchtx.data.socrata.com
3,leaguecity.data.socrata.com
3,longviewtexas.data.socrata.com
3,lynnwoodwa.data.socrata.com
3,mobileal.data.socrata.com
3,montereyparkca.data.socrata.com
3,seattleperformance.demo.socrata.com
3,usvi.data.socrata.com
3,vusd.data.socrata.com
3,woburnma.data.socrata.com
3,yorkcountyva.data.socrata.com
2,albanycountyny.data.socrata.com
2,bentoncounty.data.socrata.com
2,berkeleycountywv.data.socrata.com
2,bis.data.commerce.gov
2,bloomfieldct.data.socrata.com
2,brec.data.socrata.com
2,cityoflaramie.data.socrata.com
2,cityoftracyca.data.socrata.com
2,data.drpt.virginia.gov
2,dedhamma.data.socrata.com
2,dovernh.data.socrata.com
2,enterpriseal.data.socrata.com
2,fwisd.data.socrata.com
2,gallatintn.data.socrata.com
2,greenfield-ma.data.socrata.com
2,grovecityoh.data.socrata.com
2,hickorync.data.socrata.com
2,hobbsnm.data.socrata.com
2,independencemo.data.socrata.com
2,lives.data.socrata.com
2,mansfieldma.data.socrata.com
2,newtonma.data.socrata.com
2,opendata.clermontauditor.org
2,palmcoastfl.data.socrata.com
2,redmond-demo.demo.socrata.com
2,sidneyoh.data.socrata.com
2,unioncountyoh.data.socrata.com
2,woodburycountyia.data.socrata.com
1,aces.data.socrata.com
1,andoverma.data.socrata.com
1,annapolismd.data.socrata.com
1,austin-internal.data.socrata.com
1,bronx-lehman-cuny-staging.data.socrata.com
1,ccsd.data.socrata.com
1,cfschools.data.socrata.com
1,cityofyorbalinda.data.socrata.com
1,corvallisoregon-internal.data.socrata.com
1,covid19.buffalony.gov
1,cutlerbay-fl.data.socrata.com
1,data.sandiegocounty.gov
1,eda.data.commerce.gov
1,hallandalebeachfl.data.socrata.com
1,hindscountysd.data.socrata.com
1,internal-ct.data.socrata.com
1,lawrencevillega.data.socrata.com
1,miramarfl.data.socrata.com
1,missouricitytx.data.socrata.com
1,montrosecounty.data.socrata.com
1,moreheadcitync.data.socrata.com
1,moreno-valley.data.socrata.com
1,newtoncountyga.data.socrata.com
1,ntis.data.commerce.gov
1,pleasantville-ny.data.socrata.com
1,radnortownship.data.socrata.com
1,texas-scgc2.demo.socrata.com
1,wacotexas.data.socrata.com
1,weslacotx.data.socrata.com
1,whitebeartownshipmn.data.socrata.com
0,austin-aph.data.socrata.com
0,bcnv-internal.data.socrata.com
0,berkeleyperformance.demo.socrata.com
0,buffalogroveil.data.socrata.com
0,calgary.data.socrata.com
0,castlerockco-pd.data.socrata.com
0,cityoffairbanks.data.socrata.com
0,cityofhawthorne.data.socrata.com
0,cityofinverness.data.socrata.com
0,cityofnampa.data.socrata.com
0,cityofsitka.data.socrata.com
0,cityofsunprairie.data.socrata.com
0,claytonmo.data.socrata.com
0,clemsonsc.data.socrata.com
0,college-station-tx.demo.socrata.com
0,cos-data.seattle.gov
0,costamesaca.data.socrata.com
0,courtdata.idaho.gov
0,cravenso.data.socrata.com
0,culvercityca.data.socrata.com
0,databox.worldbank.org
0,datapoints.dallascityhall.com
0,data.stocktonca.gov
0,dccourts.data.socrata.com
0,delawarecountyoh-sheriff.data.socrata.com
0,delawarestate.data.socrata.com
0,esa.data.commerce.gov
0,ethica-pr.data.socrata.com
0,garfieldcountyco.data.socrata.com
0,generalitatdecatalunya-scgc.demo.socrata.com
0,georgetowndividepud.data.socrata.com
0,goochlandva.data.socrata.com
0,hartstat.hartford.gov
0,haywardca-pd.data.socrata.com
0,hhsgov-internal.data.socrata.com
0,huronca.data.socrata.com
0,internal-columbusschools.data.socrata.com
0,internal-portlandme.data.socrata.com
0,iredellnc.data.socrata.com
0,k3sheriff.data.socrata.com
0,kingcounty-op-beta.demo.socrata.com
0,kyletx.data.socrata.com
0,mbda.data.commerce.gov
0,mcala.data.socrata.com
0,mercedpd.data.socrata.com
0,michigan.data.socrata.com
0,morrisvillenc.data.socrata.com
0,newcastle-internal.data.socrata.com
0,newportbeachca-odp.data.socrata.com
0,newportbeachca-portal.data.socrata.com
0,normanok-pd.data.socrata.com
0,oaisd.data.socrata.com
0,olathe.data.socrata.com
0,opelika-al.data.socrata.com
0,opendata.cityofhenderson.com
0,open-data-demo.mtc.ca.gov
0,opendata.ramseycounty.us
0,opendata.usac.org
0,openhcs-internal.hcde.org
0,orangecountync.data.socrata.com
0,ormondbeach.data.socrata.com
0,pecostx.data.socrata.com
0,performance.chattanooga.gov
0,pinellasparkfl-pd.data.socrata.com
0,pip.nashville.gov
0,porthuenemeca.data.socrata.com
0,results.iowa.gov
0,rivierabch.data.socrata.com
0,scarboroughmaine.data.socrata.com
0,sfgov-scgc.demo.socrata.com
0,slo-co.data.socrata.com
0,stpetersburg-op-beta.demo.socrata.com
0,sugarlandtx.data.socrata.com
0,texas-itcollab.data.socrata.com
0,texas-scgc3.demo.socrata.com
0,tni.princegeorgescountymd.gov
0,townofdennis.data.socrata.com
0,washingtoncountyok.data.socrata.com
0,wcad-internal.data.socrata.com
0,westdesmoines.data.socrata.com
0,wicomicocountymd.data.socrata.com
0,www.data.va.gov
0,yumaaz-cqssl.data.socrata.com
0,yumaaz-ysco.data.socrata.com
